,video_url,latitude,longitude
137,https://www.youtube.com/embed/7tntw2ectWc,8.8941072,76.6762503
138,https://www.youtube.com/embed/VeZsSkJMq2g,9.899642,76.2806406
139,https://www.youtube.com/embed/yTj17GsZu2A,9.5889773,76.5790148
140,https://www.youtube.com/embed/9TCmjROeHAE,9.9992583,76.2620041
141,https://www.youtube.com/embed/iJJOgPNbWik,10.9909603,76.9546596
142,https://www.youtube.com/embed/xRwj8teEn34,9.6063018,77.1645163
143,https://www.youtube.com/embed/qt4e3SJzK50,9.9474514,76.3261032
144,https://www.youtube.com/embed/4dxHWCdz2FI,9.80586,76.4336397
145,https://www.youtube.com/embed/Op7SZ2KgvO8,8.5027454,76.9175049
147,https://www.youtube.com/embed/qlCAVxc_PVk,10.5949184,76.0350667
148,https://www.youtube.com/embed/KrhM3ZD74F0,9.9639761,76.294924
149,https://www.youtube.com/embed/9r2PtOO6JQY,18.9395348,72.8344838
150,https://www.youtube.com/embed/q-XvXovDcmk,18.9428089,72.82702
151,https://www.youtube.com/embed/ZuxaptOFs0Q,18.9548462,72.8332462
152,https://www.youtube.com/embed/ean2sEZszuI,10.1392455,76.2455584
153,https://www.youtube.com/embed/6jc1YQPB3TY,10.0193525,76.2920382
154,https://www.youtube.com/embed/FwlaWQJ7HyY,13.3592695,74.698418
155,https://www.youtube.com/embed/ditmaC5xxbc,13.3368506,74.7400509
156,https://www.youtube.com/embed/n1b2QZXxwZ0,15.4988201,73.8287745
157,https://www.youtube.com/embed/dBP37HZp3-s,15.6004957,73.7524277
158,https://www.youtube.com/embed/2iuF7u8Nt1Y,9.8884081,76.3703324
159,https://www.youtube.com/embed/YitU8hVOHv4,10.203985,76.4165333
160,https://www.youtube.com/embed/rNqYRtsv_-g,13.0721925,77.7828484
161,https://www.youtube.com/embed/W5VdLBqmlb4,11.7537086,75.4844977
162,https://www.youtube.com/embed/U9rO8SxTfqU,12.5053501,74.9924816
163,https://www.youtube.com/embed/7s7X-WO_zvw,12.4943291,74.9998381
164,https://www.youtube.com/embed/YphX3qMl8Sw,12.8659876,74.8555134
165,https://www.youtube.com/embed/ct6-UrsE4tE,12.5689167,74.9524594
167,https://www.youtube.com/embed/C7Tmet6WQZs,11.2552091,75.7732272
168,https://www.youtube.com/embed/PFt9xgU97l8,9.88783,76.2982632
169,https://www.youtube.com/embed/0ttBBFmX9co,9.9897365,76.2949089
171,https://www.youtube.com/embed/cYWnPkY2sGI,9.9823019,76.2848548
172,https://www.youtube.com/embed/CCduD49RvEc,10.1086781,76.4280683
174,https://www.youtube.com/embed/1OW9PcLrIW4,10.1016204,76.5405722
175,https://www.youtube.com/embed/VPZmIM9IJLk,10.0667271,76.6283992
179,https://www.youtube.com/embed/4Soyd7gA66A,10.2138968,76.2316217
180,https://www.youtube.com/embed/u1mpv751iAw,10.30848,76.180525
181,https://www.youtube.com/embed/xGrCZ-JR1jU,9.1344286,76.5128994
182,https://www.youtube.com/embed/vZEI8XtZ3qg,9.5192101,76.3277103
183,https://www.youtube.com/embed/2CGasLc1GAQ,9.4549206,76.5427557
184,https://www.youtube.com/embed/BMxNto44ACk,9.4979418,76.332119
185,https://www.youtube.com/embed/ssKsNGJOJDo,9.6902166,76.3450446
186,https://www.youtube.com/embed/pbdMMSNnIFs,9.6170866,76.643758
187,https://www.youtube.com/embed/0UniI1wnpd0,9.5904465,76.5173999
188,https://www.youtube.com/embed/1DUXAJEIUhY,11.2710482,75.9755631
189,https://www.youtube.com/embed/L4I6ZKcp1BM,11.8733976,75.3894638
190,https://www.youtube.com/embed/k3sk0rn9GRM,11.9725948,75.2772796
191,https://www.youtube.com/embed/Xe6FoUn4X-o,11.3229016,75.7448994
193,https://www.youtube.com/embed/qJfBlnzC2zA,10.8488753,75.9421848
194,https://www.youtube.com/embed/4l4ws4Nx5nk,10.4684567,76.1549101
195,https://www.youtube.com/embed/kajgXSpEO2o,9.3872541,76.3506366
196,https://www.youtube.com/embed/y8LD7qf_EAQ,9.6827195,76.418171
197,https://www.youtube.com/embed/HMTJmT9CaW8,9.973455,76.2944459
198,https://www.youtube.com/embed/QtHp_-SRPIE,9.9228989,76.3146079
199,https://www.youtube.com/embed/POPhjVpxLxc,9.5760353,76.5196306
200,https://www.youtube.com/embed/un7yvV4R5tI,8.5878383,77.0932588
202,https://www.youtube.com/embed/cLqtubb0GE0,22.5788089,88.471748
203,https://www.youtube.com/embed/mGuRcMRtytI,22.5741373,88.3645418
204,https://www.youtube.com/embed/oBLwacDTPDM,10.0124085,76.325922
205,https://www.youtube.com/embed/nRw5znw_IbI,22.5985926,88.3669478
206,https://www.youtube.com/embed/D1BPp9eampk,19.8896066,85.8138496
207,https://www.youtube.com/embed/EnwtrhMV87Y,19.8896066,85.8138496
208,https://www.youtube.com/embed/ANVW8cgD5zs,20.4822622,85.8680932
209,https://www.youtube.com/embed/1fCMSEbCSPs,20.4632446,85.8833566
210,https://www.youtube.com/embed/H3tvNASbAlM,20.4632446,85.8833566
211,https://www.youtube.com/embed/tOAJ8v7b7t4,20.3481276,85.8814573
212,https://www.youtube.com/embed/B5szGEZuoUY,19.3139161,84.7821677
213,https://www.youtube.com/embed/kU2blKjENGc,13.6560013,79.5496139
215,https://www.youtube.com/embed/bEGPyH9oepI,10.028608,76.5480335
217,https://www.youtube.com/embed/EU6eAqSamDE,13.0364221,77.5723499
218,https://www.youtube.com/embed/gqIOtsz5ABo,12.9180857,77.5739375
219,https://www.youtube.com/embed/m7m0jU-1lsM,12.9641713,77.6064519
220,https://www.youtube.com/embed/FJcVD-47Q7s,12.9964962,77.6140718
221,https://www.youtube.com/embed/KKxzLKxQTyA,13.0752152,77.804624
222,https://www.youtube.com/embed/Uxj78jjcVG8,11.2909979,77.5219161
223,https://www.youtube.com/embed/3eBbpZDVuzc,9.569866,76.7808852
224,https://www.youtube.com/embed/1pQpZGdnkKg,10.0124427,76.3001909
225,https://www.youtube.com/embed/m54E86og57w,10.115271,76.3744095
226,https://www.youtube.com/embed/FuBxuQ9Z-Wc,9.6542275,76.550977
227,https://www.youtube.com/embed/jPhqu4y-aQk,10.8448945,76.7262341
228,https://www.youtube.com/embed/5mKjssG28LA,10.7684631,76.6489897
229,https://www.youtube.com/embed/5eCfZIymLgA,9.5774626,76.9961322
230,https://www.youtube.com/embed/ea0t0vyT2dg,9.9633884,76.2420128
231,https://www.youtube.com/embed/jPhqu4y-aQk,10.8448945,76.7262341
232,https://www.youtube.com/embed/5mKjssG28LA,10.7684631,76.6489897
233,https://www.youtube.com/embed/5eCfZIymLgA,9.5774626,76.9961322
234,https://www.youtube.com/embed/ea0t0vyT2dg,9.9633884,76.2420128
235,https://www.youtube.com/embed/CTnFYn_LboU,10.1604734,76.2317152
236,https://www.youtube.com/embed/U9-CnWhOwac,12.1446528,75.1539515
237,https://www.youtube.com/embed/Md39IEZ_oJU,11.2452429,75.7756206
238,https://www.youtube.com/embed/dWZp91wXsYI,13.039301,77.5739817
239,https://www.youtube.com/embed/qFYf65uHwVc,13.039301,77.5739817
240,https://www.youtube.com/embed/g7mZbmIlKKY,12.3098452,76.6526141
241,https://www.youtube.com/embed/H9_YekP1fZQ,12.3234093,76.6283432
242,https://www.youtube.com/embed/MznCv6afyb4,12.3179927,76.652544
243,https://www.youtube.com/embed/eg7EWI4PY1w,12.3085053,76.665856
244,https://www.youtube.com/embed/zgi1WTFpvBQ,9.8936208,76.7176275
245,https://www.youtube.com/embed/Wp0makJDX3Y,9.9629192,76.2959206
246,https://www.youtube.com/embed/pm2b3CFwqcU,13.432873,74.6950673
247,https://www.youtube.com/embed/YB9iuYkaS6c,13.3400065,74.7474281
